task_id,task_description,category,priority,status,created_date,due_date,estimated_hours,story_points,assignee_id,assignee_experience_years,assignee_open_tasks,days_to_deadline
TASK-11923,Correct the wrong currency formatting shown on the user dashboard,Maintenance,Critical,In Progress,2026-04-21,2026-04-25,4.3,8.0,USER-17,4.9,20,4
TASK-10758,Upgrade outdated dependencies used by the report module,Maintenance,High,Completed,2026-04-17,2026-04-22,7.7,3.0,USER-14,3.6,18,5
TASK-10700,Archive old logs generated by the database layer,Documentation,Low,Completed,2026-04-07,2026-04-29,5.2,1.0,USER-18,8.1,15,22
TASK-17100,Fix broken layout of the mobile app on small screens,Bug Fix,Critical,Open,2026-05-17,2026-05-19,7.2,13.0,USER-14,3.6,18,2
TASK-11293,Write the user guide for the admin panel,Documentation,Low,Open,2026-04-23,2026-05-26,3.2,3.0,USER-20,4.7,12,33
TASK-17153,Write the user guide for the chat widget,Documentation,Low,Open,2026-06-03,2026-06-21,2.7,2.0,USER-19,6.8,7,18
TASK-12873,Patch the memory leak in the checkout flow background worker,Feature,Low,Open,2026-03-26,2026-04-05,3.2,13.0,USER-05,2.8,3,10
TASK-16780,Review recent changes made to the email scheduler,Testing,Medium,Completed,2026-03-11,2026-03-28,5.3,1.0,USER-21,9.4,8,17
TASK-12535,Write unit tests covering edge cases of the profile settings,Testing,Low,Completed,2026-02-10,2026-03-05,5.2,13.0,USER-06,2.8,5,23
TASK-16811,Fix broken layout of the admin panel on small screens,Bug Fix,Critical,Completed,2026-03-27,2026-03-28,6.0,3.0,USER-05,2.8,3,1
TASK-11907,Improve error handling in the notification service,Maintenance,Low,In Progress,2026-03-09,2026-04-18,4.6,1.0,USER-07,1.3,19,40
TASK-15598,Fix incorrect totals displayed in the analytics pipeline after a refund,Bug Fix,Medium,Open,2026-01-12,2026-01-16,4.1,5.0,USER-08,13.1,7,4
TASK-15641,Add bulk export to CSV from the billing system,Feature,Low,In Progress,2026-04-12,2026-06-07,4.2,5.0,USER-21,9.4,8,56
TASK-10368,ASAP - Patch the memory leak in the email scheduler background worker,Bug Fix,Critical,Completed,2026-05-29,2026-05-30,4.8,1.0,USER-10,10.8,7,1
TASK-11937,ASAP - Write unit tests covering edge cases of the notification service,Testing,High,Open,2026-06-21,2026-06-25,2.1,1.0,USER-22,2.5,15,4
TASK-17638,Optimize slow database queries behind the checkout flow,Maintenance,Low,Open,2026-03-28,2026-04-10,3.3,1.0,USER-09,9.2,9,13
TASK-11151,Fix the timeout issue in the profile settings when the network is slow,Bug Fix,High,Open,2026-01-15,2026-01-18,2.6,1.0,USER-01,5.9,15,3
TASK-17774,Roll back the faulty release of the database layer and verify stability,Deployment,Medium,In Progress,2026-01-26,2026-01-31,5.8,1.0,USER-25,7.1,17,5
TASK-15159,Add code comments and docstrings to the email scheduler module,Documentation,Medium,Completed,2026-01-14,2026-01-31,11.5,8.0,USER-07,5.9,19,17
TASK-15464,Create an auto-save draft feature for the payment gateway,Feature,High,Open,2026-03-20,2026-03-25,11.7,2.0,USER-18,8.1,15,5
TASK-14342,Configure CI/CD pipeline for the payment gateway,Deployment,Medium,Completed,2026-03-17,2026-03-24,3.2,3.0,USER-06,2.8,5,7
TASK-13010,Investigate the slow response of the profile settings,Bug Fix,Medium,Open,2026-05-24,2026-05-29,2.6,1.0,USER-22,2.5,15,5
TASK-17974,Update the API reference after the recent changes to the admin panel,Documentation,High,Completed,2026-02-22,2026-03-10,4.2,1.0,USER-23,4.7,3,16
TASK-10191,Update the API reference after the recent changes to the mobile app,Documentation,Low,Completed,2026-06-01,2026-06-17,2.5,1.0,USER-06,2.8,5,16
TASK-17552,Fix the timeout issue in the authentication service when the network is slow,Bug Fix,Medium,In Progress,2026-02-02,2026-02-10,5.0,1.0,USER-11,0.8,18,8
TASK-14490,Investigate and fix duplicate records created by the landing page,Bug Fix,Critical,Open,2026-03-04,2026-03-06,9.0,2.0,USER-14,3.6,18,2
TASK-10174,Patch the memory leak in the email scheduler background worker,Bug Fix,Low,Completed,2026-03-18,2026-04-03,2.9,1.0,USER-24,5.8,14,16
TASK-11903,Create an auto-save draft feature for the inventory module,Feature,Critical,Completed,2026-06-23,2026-07-03,25.9,3.0,USER-06,5.9,5,10
TASK-11099,Write the user guide for the mobile app,Maintenance,Low,Open,2026-02-13,2026-02-21,2.5,5.0,USER-07,1.3,19,8
TASK-15382,[HIGH IMPACT] Fix the timeout issue in the order tracking page when the network is slow,Testing,High,Completed,2026-06-11,2026-06-14,5.4,1.0,USER-21,9.4,8,3
TASK-13646,Resolve the 500 error thrown by the billing system under heavy load,Bug Fix,Medium,Open,2026-02-20,2026-03-03,5.0,2.0,USER-11,0.8,18,11
TASK-13408,Fix the crash in the chat widget when the user submits an empty form,Documentation,Critical,Open,2026-02-26,2026-02-27,6.7,2.0,USER-01,5.9,15,1
TASK-13891,Analyze user feedback collected from the payment gateway,Research,Medium,Completed,2026-04-23,2026-05-04,17.3,3.0,USER-22,2.5,15,11
TASK-12292,Containerize the login page and update the deployment scripts,Deployment,High,Open,2026-01-13,2026-01-24,6.9,2.0,USER-08,13.1,7,11
TASK-17063,Prepare the admin panel for the next release,Testing,Medium,In Progress,2026-06-28,2026-07-04,5.3,1.0,USER-18,8.1,15,6
TASK-17881,URGENT: Investigate the slow response of the admin panel,Maintenance,High,In Progress,2026-04-24,2026-05-07,12.0,1.0,USER-03,11.1,12,13
TASK-15994,Resolve the 500 error thrown by the billing system under heavy load,Bug Fix,Low,In Progress,2026-05-14,2026-05-26,3.8,1.0,USER-15,3.1,9,12
TASK-15075,Correct the wrong currency formatting shown on the profile settings,Bug Fix,Critical,Open,2026-05-24,2026-05-26,5.9,1.0,USER-10,10.8,7,2
TASK-11164,Create end-to-end test scenarios for the chat widget,Testing,Low,In Progress,2026-03-03,2026-03-16,3.8,1.0,USER-08,13.1,7,13
TASK-16356,Review and improve test coverage of the mobile app,Testing,Medium,In Progress,2026-04-07,2026-04-13,9.4,2.0,USER-23,4.7,3,6
TASK-14715,Document and fix the issues found in the chat widget,Bug Fix,Medium,In Progress,2026-06-01,2026-06-06,2.7,2.0,USER-01,5.9,15,5
TASK-13908,URGENT: Investigate and fix duplicate records created by the landing page,Bug Fix,High,Blocked,2026-06-22,2026-06-26,5.9,5.0,USER-14,3.6,18,4
TASK-16050,Fix broken layout of the authentication service on small screens,Bug Fix,High,Open,2026-01-21,2026-01-24,5.3,1.0,USER-01,5.9,15,3
TASK-15091,Implement pagination and lazy loading for the profile settings,Feature,Critical,Completed,2026-01-15,2026-01-16,10.7,2.0,USER-24,5.8,14,1
TASK-13664,Implement dark mode support for the notification service,Feature,Medium,In Progress,2026-02-05,2026-02-21,19.3,5.0,USER-21,9.4,8,16
TASK-15749,Investigate the slow response of the email scheduler,Research,Low,In Progress,2026-01-24,2026-02-26,9.4,8.0,USER-17,4.9,20,33
TASK-11661,Improve error handling in the mobile app,Bug Fix,Medium,Open,2026-05-10,2026-05-28,4.9,1.0,USER-06,2.8,5,18
TASK-10508,Add role-based access control to the admin panel,Feature,Low,Open,2026-06-28,2026-07-12,11.5,5.0,USER-23,4.7,3,14
TASK-10166,Add bulk export to CSV from the profile settings,Feature,Medium,In Progress,2026-07-01,2026-07-24,10.7,2.0,USER-22,2.5,15,23
TASK-14217,Resolve the 500 error thrown by the chat widget under heavy load,Bug Fix,High,Completed,2026-05-12,2026-05-19,9.6,13.0,USER-07,1.3,19,7
TASK-15589,Review recent changes made to the profile settings,Documentation,Medium,Open,2026-02-01,2026-02-19,2.4,1.0,USER-24,5.8,14,18
TASK-11006,Refactor the authentication service to reduce technical debt,Maintenance,Low,Open,2026-04-27,2026-05-03,5.3,3.0,USER-20,4.7,12,6
TASK-15669,Update configuration for the authentication service,Deployment,Low,Completed,2026-06-18,2026-07-03,3.0,3.0,USER-12,14.6,4,15
TASK-13269,Prepare a troubleshooting FAQ for the checkout flow,Documentation,Critical,Completed,2026-04-16,2026-04-20,2.7,1.0,USER-03,11.1,12,4
TASK-16444,Investigate the slow response of the admin panel,Maintenance,Low,Open,2026-02-20,2026-03-04,9.9,2.0,USER-08,13.1,7,12
TASK-13494,ASAP - Add bulk export to CSV from the search API,Feature,High,Open,2026-05-24,2026-06-01,9.3,2.0,USER-11,0.8,18,8
TASK-14306,Document and fix the issues found in the billing system,Documentation,Low,Completed,2026-04-18,2026-05-01,4.0,1.0,USER-11,0.8,18,13
TASK-10103,Update the file upload service after the recent review comments,Maintenance,Medium,Open,2026-05-27,2026-06-02,7.7,1.0,USER-20,4.7,12,6
TASK-13265,Update configuration for the database layer,Deployment,High,Completed,2026-06-25,2026-07-02,4.4,3.0,USER-04,9.2,20,7
TASK-11111,Update the chat widget after the recent review comments,Feature,Low,Completed,2026-04-16,2026-05-10,4.4,5.0,USER-13,12.6,14,24
TASK-14936,Refactor the inventory module to reduce technical debt,Maintenance,Medium,Completed,2026-05-11,2026-06-10,8.0,13.0,USER-01,5.9,15,30
TASK-12536,Prepare the database layer for the next release,Deployment,Medium,Completed,2026-07-03,2026-07-08,3.7,8.0,USER-10,10.8,7,5
TASK-11104,Fix broken layout of the chat widget on small screens,Bug Fix,Critical,Open,2026-05-27,2026-05-29,2.9,1.0,USER-03,11.1,12,2
TASK-15006,Add code comments and docstrings to the user dashboard module,Documentation,Low,Open,2026-06-26,2026-07-06,3.5,5.0,USER-12,14.6,4,10
TASK-11752,Configure CI/CD pipeline for the checkout flow,Deployment,High,Blocked,2026-01-27,2026-01-31,7.1,2.0,USER-14,3.6,18,4
TASK-17242,Correct the wrong currency formatting shown on the admin panel,Bug Fix,High,Open,2026-04-03,2026-04-06,2.8,5.0,USER-11,0.8,18,3
TASK-14817,Archive old logs generated by the payment gateway,Maintenance,High,Completed,2026-03-14,2026-04-27,10.9,2.0,USER-19,6.8,7,44
TASK-13852,Clean up and reorganize the landing page,Documentation,Low,Completed,2026-07-03,2026-07-18,3.1,2.0,USER-01,5.9,15,15
TASK-14151,Review and improve test coverage of the profile settings,Testing,Medium,Open,2026-02-21,2026-03-01,7.6,2.0,USER-12,14.6,4,8
TASK-12916,Evaluate third-party libraries for improving the database layer,Research,Low,Open,2026-04-06,2026-04-23,4.5,3.0,USER-24,5.8,14,17
TASK-17853,Archive old logs generated by the landing page,Maintenance,Low,Completed,2026-02-14,2026-02-20,2.2,5.0,USER-19,6.8,7,6
TASK-11658,Document and fix the issues found in the file upload service,Bug Fix,Medium,Completed,2026-04-29,2026-05-04,3.6,1.0,USER-21,9.4,8,5
TASK-10152,Investigate the slow response of the database layer,Maintenance,Low,Completed,2026-02-20,2026-03-18,10.3,2.0,USER-21,9.4,8,26
TASK-14464,Review and improve test coverage of the file upload service,Testing,High,In Progress,2026-01-15,2026-01-25,10.7,2.0,USER-10,10.8,7,10
TASK-12483,Implement two-factor authentication in the authentication service,Feature,Low,Open,2026-02-23,2026-04-14,13.4,8.0,USER-12,14.6,4,50
TASK-11583,Roll back the faulty release of the analytics pipeline and verify stability,Research,High,Open,2026-03-06,2026-03-14,6.2,2.0,USER-06,2.8,5,8
TASK-16817,Fix the timeout issue in the notification service when the network is slow,Bug Fix,Medium,Completed,2026-01-30,2026-02-10,2.6,2.0,USER-07,1.3,19,11
TASK-12552,Investigate the slow response of the file upload service,Maintenance,Low,Completed,2026-03-15,2026-04-04,9.2,1.0,USER-07,1.3,19,20
TASK-17937,Create an auto-save draft feature for the email scheduler,Feature,Medium,Open,2026-01-06,2026-01-23,11.0,2.0,USER-01,5.9,15,17
TASK-14043,Fix broken layout of the authentication service on small screens,Bug Fix,Low,Completed,2026-03-15,2026-03-23,1.9,13.0,USER-21,9.4,8,8
TASK-13551,Roll back the faulty release of the inventory module and verify stability,Deployment,Medium,Open,2026-03-18,2026-03-23,5.0,1.0,USER-06,2.8,5,5
TASK-13722,Perform load testing on the payment gateway before release,Testing,Critical,Completed,2026-01-18,2026-01-21,10.9,2.0,USER-05,2.8,3,3
TASK-14434,Build a filtering and sorting option for the inventory module,Feature,Low,Open,2026-05-02,2026-05-26,3.8,5.0,USER-02,14.3,19,24
TASK-15965,Add integration tests for the profile settings endpoints,Testing,High,In Progress,2026-05-16,2026-05-22,9.6,2.0,USER-18,8.1,15,6
TASK-17958,Investigate and fix duplicate records created by the order tracking page,Bug Fix,High,Open,2026-02-02,2026-02-07,3.4,2.0,USER-04,9.2,20,5
TASK-17085,[HIGH IMPACT] Check why the email scheduler is not working as expected,Bug Fix,Critical,In Progress,2026-01-31,2026-02-01,7.1,2.0,USER-11,0.8,18,1
TASK-12209,Update configuration for the authentication service,Maintenance,Low,Completed,2026-02-19,2026-02-28,3.8,1.0,USER-17,4.9,20,9
TASK-14511,Fix incorrect totals displayed in the admin panel after a refund,Bug Fix,High,In Progress,2026-03-07,2026-03-10,4.4,1.0,USER-14,3.6,18,3
TASK-14903,Roll back the faulty release of the landing page and verify stability,Deployment,High,Blocked,2026-03-10,2026-03-21,4.9,1.0,USER-14,3.6,18,11
TASK-15221,Refactor the search API to reduce technical debt,Maintenance,Medium,In Progress,2026-04-19,2026-04-28,9.9,2.0,USER-05,2.8,3,9
TASK-12985,Prepare a troubleshooting FAQ for the user dashboard,Documentation,Low,Completed,2026-06-15,2026-07-08,6.4,2.0,USER-18,8.1,15,23
TASK-11822,Benchmark current performance of the notification service and report findings,Research,Medium,Open,2026-03-27,2026-04-01,8.0,1.0,USER-15,3.1,9,5
TASK-14101,Add code comments and docstrings to the checkout flow module,Documentation,Low,Open,2026-04-22,2026-05-22,5.7,1.0,USER-15,3.1,9,30
TASK-16258,Review recent changes made to the checkout flow,Maintenance,Low,Completed,2026-05-24,2026-05-30,7.3,2.0,USER-06,2.8,5,6
TASK-14871,ASAP - Fix broken layout of the mobile app on small screens,Bug Fix,Critical,Open,2026-05-30,2026-06-01,4.1,3.0,USER-01,5.9,15,2
TASK-14888,Update dependencies and re-test the analytics pipeline,Maintenance,Low,Open,2026-01-09,2026-01-26,7.2,2.0,USER-15,3.1,9,17
TASK-15151,URGENT: Configure CI/CD pipeline for the search API,Deployment,Critical,Open,2026-04-25,2026-04-28,8.3,2.0,USER-05,2.8,3,3
TASK-10309,Add integration tests for the file upload service endpoints,Testing,Medium,In Progress,2026-05-16,2026-06-18,5.5,1.0,USER-01,5.9,15,33
TASK-10212,Update dependencies and re-test the email scheduler,Testing,Medium,Completed,2026-01-10,2026-01-25,11.0,1.0,USER-17,4.9,20,15
TASK-17678,Create end-to-end test scenarios for the file upload service,Testing,Low,Open,2026-03-20,2026-04-07,6.3,2.0,USER-02,14.3,19,18
TASK-15176,Document and fix the issues found in the inventory module,Documentation,Low,Open,2026-03-02,2026-03-15,2.4,1.0,USER-25,7.1,17,13
TASK-13599,Write the user guide for the analytics pipeline,Documentation,High,Completed,2026-07-02,2026-07-08,3.3,1.0,USER-07,1.3,19,6
TASK-13622,Set up monitoring for the billing system,Maintenance,Low,In Progress,2026-05-21,2026-05-30,3.6,1.0,USER-07,1.3,19,9
TASK-15820,Fix the crash in the checkout flow when the user submits an empty form,Bug Fix,Critical,In Progress,2026-02-09,2026-02-11,4.1,13.0,USER-20,4.7,12,2
TASK-14449,Analyze current behavior of the inventory module,Testing,Medium,Completed,2026-02-04,2026-02-09,2.8,1.0,USER-01,5.9,15,5
TASK-17477,Clean up dead code and unused assets in the search API,Testing,Low,Completed,2026-05-30,2026-06-05,2.6,8.0,USER-14,3.6,18,6
TASK-13450,Write the user guide for the analytics pipeline,Documentation,Medium,Open,2026-06-18,2026-06-23,5.7,1.0,USER-22,2.5,15,5
TASK-10495,Fix incorrect totals displayed in the file upload service after a refund,Bug Fix,Critical,Completed,2026-02-09,2026-02-10,3.0,1.0,USER-01,5.9,15,1
TASK-15826,Implement two-factor authentication in the checkout flow,Feature,High,In Progress,2026-03-23,2026-03-28,6.7,2.0,USER-20,4.7,12,5
TASK-13256,Investigate the slow response of the payment gateway,Research,Low,Completed,2026-02-09,2026-02-26,4.4,1.0,USER-16,3.2,2,17
TASK-10205,Implement dark mode support for the analytics pipeline,Feature,High,Open,2026-02-10,2026-02-19,27.1,8.0,USER-16,3.2,2,9
TASK-11434,Check why the chat widget is not working as expected,Testing,Low,Completed,2026-06-26,2026-07-18,2.9,2.0,USER-22,2.5,15,22
TASK-11135,Resolve the 500 error thrown by the inventory module under heavy load,Deployment,High,Open,2026-02-28,2026-03-10,2.9,2.0,USER-24,5.8,14,10
TASK-12584,Prepare a troubleshooting FAQ for the authentication service,Documentation,Low,In Progress,2026-03-19,2026-03-27,2.9,1.0,USER-06,2.8,5,8
TASK-10868,Create end-to-end test scenarios for the email scheduler,Testing,Low,In Progress,2026-06-18,2026-06-22,5.4,1.0,USER-04,9.2,20,4
TASK-12749,Investigate and fix duplicate records created by the authentication service,Bug Fix,Critical,Open,2026-01-30,2026-01-31,3.3,1.0,USER-18,8.1,15,1
TASK-13613,Document and fix the issues found in the login page,Documentation,High,In Progress,2026-01-20,2026-01-30,2.4,3.0,USER-16,3.2,2,10
TASK-10305,Create an auto-save draft feature for the analytics pipeline,Feature,High,Open,2026-06-13,2026-06-17,9.6,2.0,USER-15,3.1,9,4
TASK-11849,Investigate the slow response of the email scheduler,Bug Fix,Medium,Open,2026-03-31,2026-04-09,9.7,5.0,USER-14,3.6,18,9
TASK-14303,Improve error handling in the landing page,Bug Fix,Critical,In Progress,2026-03-06,2026-03-12,5.4,3.0,USER-22,2.5,15,6
TASK-14129,Investigate the slow response of the chat widget,Maintenance,Medium,Completed,2026-04-15,2026-04-21,2.1,1.0,USER-24,5.8,14,6
TASK-11988,Fix broken layout of the search API on small screens,Bug Fix,Critical,Completed,2026-03-01,2026-03-03,2.9,5.0,USER-10,10.8,7,2
TASK-13240,Create onboarding notes explaining how the login page works,Documentation,Medium,In Progress,2026-07-03,2026-07-10,4.4,8.0,USER-06,2.8,5,7
TASK-12798,ASAP - Fix the crash in the email scheduler when the user submits an empty form,Bug Fix,High,Open,2026-04-17,2026-04-19,2.2,1.0,USER-11,0.8,18,2
TASK-14604,Set up the staging environment for the billing system,Deployment,High,Blocked,2026-02-13,2026-02-18,12.6,3.0,USER-11,0.8,18,5
TASK-11534,Add bulk export to CSV from the search API,Feature,Medium,In Progress,2026-01-12,2026-02-22,12.1,3.0,USER-14,3.6,18,41
TASK-13109,Fix broken layout of the order tracking page on small screens,Bug Fix,Critical,In Progress,2026-02-28,2026-03-01,2.7,1.0,USER-15,3.1,9,1
TASK-10843,Set up monitoring for the authentication service,Deployment,Critical,Completed,2026-06-05,2026-06-06,6.5,13.0,USER-10,10.8,7,1
